id,title,topic_tags,difficulty,problem_URL,solution_URL
1068,Product Sales Analysis I,{Database},Easy,https://leetcode.com/problems/product-sales-analysis-i,https://leetcode.com/problems/product-sales-analysis-i/solution
1069,Product Sales Analysis II,{},Easy,https://leetcode.com/problems/product-sales-analysis-ii,https://leetcode.com/problems/product-sales-analysis-ii/solution
1070,Product Sales Analysis III,{Database},Medium,https://leetcode.com/problems/product-sales-analysis-iii,https://leetcode.com/problems/product-sales-analysis-iii/solution
1071,Greatest Common Divisor of Strings,"{Math,String}",Easy,https://leetcode.com/problems/greatest-common-divisor-of-strings,https://leetcode.com/problems/greatest-common-divisor-of-strings/solution
1072,Flip Columns For Maximum Number of Equal Rows,"{Array,Hash Table,Matrix}",Medium,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows/solution
1073,Adding Two Negabinary Numbers,"{Array,Math}",Medium,https://leetcode.com/problems/adding-two-negabinary-numbers,https://leetcode.com/problems/adding-two-negabinary-numbers/solution
1074,Number of Submatrices That Sum to Target,"{Array,Hash Table,Matrix,Prefix Sum}",Hard,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target/solution
1075,Project Employees I,{Database},Easy,https://leetcode.com/problems/project-employees-i,https://leetcode.com/problems/project-employees-i/solution
1076,Project Employees II,{},Easy,https://leetcode.com/problems/project-employees-ii,https://leetcode.com/problems/project-employees-ii/solution
1077,Project Employees III,{},Medium,https://leetcode.com/problems/project-employees-iii,https://leetcode.com/problems/project-employees-iii/solution
1078,Occurrences After Bigram,{String},Easy,https://leetcode.com/problems/occurrences-after-bigram,https://leetcode.com/problems/occurrences-after-bigram/solution
1079,Letter Tile Possibilities,"{Hash Table,String,Backtracking,Counting}",Medium,https://leetcode.com/problems/letter-tile-possibilities,https://leetcode.com/problems/letter-tile-possibilities/solution
1080,Insufficient Nodes in Root to Leaf Paths,"{Tree,Depth-First Search,Binary Tree}",Medium,https://leetcode.com/problems/insufficient-nodes-in-root-to-leaf-paths,https://leetcode.com/problems/insufficient-nodes-in-root-to-leaf-paths/solution
1081,Smallest Subsequence of Distinct Characters,"{String,Stack,Greedy,Monotonic Stack}",Medium,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters/solution
1082,Sales Analysis I,{},Easy,https://leetcode.com/problems/sales-analysis-i,https://leetcode.com/problems/sales-analysis-i/solution
1083,Sales Analysis II,{},Easy,https://leetcode.com/problems/sales-analysis-ii,https://leetcode.com/problems/sales-analysis-ii/solution
1084,Sales Analysis III,{Database},Easy,https://leetcode.com/problems/sales-analysis-iii,https://leetcode.com/problems/sales-analysis-iii/solution
1085,Sum of Digits in the Minimum Number,{},Easy,https://leetcode.com/problems/sum-of-digits-in-the-minimum-number,https://leetcode.com/problems/sum-of-digits-in-the-minimum-number/solution
1086,High Five,{},Easy,https://leetcode.com/problems/high-five,https://leetcode.com/problems/high-five/solution
1087,Brace Expansion,{},Medium,https://leetcode.com/problems/brace-expansion,https://leetcode.com/problems/brace-expansion/solution
1088,Confusing Number II,{},Hard,https://leetcode.com/problems/confusing-number-ii,https://leetcode.com/problems/confusing-number-ii/solution
1089,Duplicate Zeros,"{Array,Two Pointers}",Easy,https://leetcode.com/problems/duplicate-zeros,https://leetcode.com/problems/duplicate-zeros/solution
1090,Largest Values From Labels,"{Array,Hash Table,Greedy,Sorting,Counting}",Medium,https://leetcode.com/problems/largest-values-from-labels,https://leetcode.com/problems/largest-values-from-labels/solution
1091,Shortest Path in Binary Matrix,"{Array,Breadth-First Search,Matrix}",Medium,https://leetcode.com/problems/shortest-path-in-binary-matrix,https://leetcode.com/problems/shortest-path-in-binary-matrix/solution
1092,Shortest Common Supersequence ,"{String,Dynamic Programming}",Hard,https://leetcode.com/problems/shortest-common-supersequence,https://leetcode.com/problems/shortest-common-supersequence/solution
1093,Statistics from a Large Sample,"{Array,Math,Probability and Statistics}",Medium,https://leetcode.com/problems/statistics-from-a-large-sample,https://leetcode.com/problems/statistics-from-a-large-sample/solution
1094,Car Pooling,"{Array,Sorting,Heap (Priority Queue),Simulation,Prefix Sum}",Medium,https://leetcode.com/problems/car-pooling,https://leetcode.com/problems/car-pooling/solution
1095,Find in Mountain Array,"{Array,Binary Search,Interactive}",Hard,https://leetcode.com/problems/find-in-mountain-array,https://leetcode.com/problems/find-in-mountain-array/solution
1096,Brace Expansion II,"{String,Backtracking,Stack,Breadth-First Search}",Hard,https://leetcode.com/problems/brace-expansion-ii,https://leetcode.com/problems/brace-expansion-ii/solution
1097,Game Play Analysis V,{},Hard,https://leetcode.com/problems/game-play-analysis-v,https://leetcode.com/problems/game-play-analysis-v/solution
1098,Unpopular Books,{},Medium,https://leetcode.com/problems/unpopular-books,https://leetcode.com/problems/unpopular-books/solution
1099,Two Sum Less Than K,{},Easy,https://leetcode.com/problems/two-sum-less-than-k,https://leetcode.com/problems/two-sum-less-than-k/solution
1100,Find K-Length Substrings With No Repeated Characters,{},Medium,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters/solution
1101,The Earliest Moment When Everyone Become Friends,{},Medium,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends/solution
1102,Path With Maximum Minimum Value,{},Medium,https://leetcode.com/problems/path-with-maximum-minimum-value,https://leetcode.com/problems/path-with-maximum-minimum-value/solution
1103,Distribute Candies to People,"{Math,Simulation}",Easy,https://leetcode.com/problems/distribute-candies-to-people,https://leetcode.com/problems/distribute-candies-to-people/solution
1104,Path In Zigzag Labelled Binary Tree,"{Math,Tree,Binary Tree}",Medium,https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree,https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree/solution
1105,Filling Bookcase Shelves,"{Array,Dynamic Programming}",Medium,https://leetcode.com/problems/filling-bookcase-shelves,https://leetcode.com/problems/filling-bookcase-shelves/solution
1106,Parsing A Boolean Expression,"{String,Stack,Recursion}",Hard,https://leetcode.com/problems/parsing-a-boolean-expression,https://leetcode.com/problems/parsing-a-boolean-expression/solution
1107,New Users Daily Count,{},Medium,https://leetcode.com/problems/new-users-daily-count,https://leetcode.com/problems/new-users-daily-count/solution
1108,Defanging an IP Address,{String},Easy,https://leetcode.com/problems/defanging-an-ip-address,https://leetcode.com/problems/defanging-an-ip-address/solution
1109,Corporate Flight Bookings,"{Array,Prefix Sum}",Medium,https://leetcode.com/problems/corporate-flight-bookings,https://leetcode.com/problems/corporate-flight-bookings/solution
1110,Delete Nodes And Return Forest,"{Array,Hash Table,Tree,Depth-First Search,Binary Tree}",Medium,https://leetcode.com/problems/delete-nodes-and-return-forest,https://leetcode.com/problems/delete-nodes-and-return-forest/solution
1111,Maximum Nesting Depth of Two Valid Parentheses Strings,"{String,Stack}",Medium,https://leetcode.com/problems/maximum-nesting-depth-of-two-valid-parentheses-strings,https://leetcode.com/problems/maximum-nesting-depth-of-two-valid-parentheses-strings/solution
1112,Highest Grade For Each Student,{},Medium,https://leetcode.com/problems/highest-grade-for-each-student,https://leetcode.com/problems/highest-grade-for-each-student/solution
1113,Reported Posts,{},Easy,https://leetcode.com/problems/reported-posts,https://leetcode.com/problems/reported-posts/solution
1114,Print in Order,{Concurrency},Easy,https://leetcode.com/problems/print-in-order,https://leetcode.com/problems/print-in-order/solution
1115,Print FooBar Alternately,{Concurrency},Medium,https://leetcode.com/problems/print-foobar-alternately,https://leetcode.com/problems/print-foobar-alternately/solution
1116,Print Zero Even Odd,{Concurrency},Medium,https://leetcode.com/problems/print-zero-even-odd,https://leetcode.com/problems/print-zero-even-odd/solution
1117,Building H2O,{Concurrency},Medium,https://leetcode.com/problems/building-h2o,https://leetcode.com/problems/building-h2o/solution
1118,Number of Days in a Month,{},Easy,https://leetcode.com/problems/number-of-days-in-a-month,https://leetcode.com/problems/number-of-days-in-a-month/solution
1119,Remove Vowels from a String,{},Easy,https://leetcode.com/problems/remove-vowels-from-a-string,https://leetcode.com/problems/remove-vowels-from-a-string/solution
1120,Maximum Average Subtree,{},Medium,https://leetcode.com/problems/maximum-average-subtree,https://leetcode.com/problems/maximum-average-subtree/solution
1121,Divide Array Into Increasing Sequences,{},Hard,https://leetcode.com/problems/divide-array-into-increasing-sequences,https://leetcode.com/problems/divide-array-into-increasing-sequences/solution
1122,Relative Sort Array,"{Array,Hash Table,Sorting,Counting Sort}",Easy,https://leetcode.com/problems/relative-sort-array,https://leetcode.com/problems/relative-sort-array/solution
1123,Lowest Common Ancestor of Deepest Leaves,"{Hash Table,Tree,Depth-First Search,Breadth-First Search,Binary Tree}",Medium,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves/solution
1124,Longest Well-Performing Interval,"{Array,Hash Table,Stack,Monotonic Stack,Prefix Sum}",Medium,https://leetcode.com/problems/longest-well-performing-interval,https://leetcode.com/problems/longest-well-performing-interval/solution
1125,Smallest Sufficient Team,"{Array,Dynamic Programming,Bit Manipulation,Bitmask}",Hard,https://leetcode.com/problems/smallest-sufficient-team,https://leetcode.com/problems/smallest-sufficient-team/solution
1126,Active Businesses,{},Medium,https://leetcode.com/problems/active-businesses,https://leetcode.com/problems/active-businesses/solution
1127,User Purchase Platform,{},Hard,https://leetcode.com/problems/user-purchase-platform,https://leetcode.com/problems/user-purchase-platform/solution
1128,Number of Equivalent Domino Pairs,"{Array,Hash Table,Counting}",Easy,https://leetcode.com/problems/number-of-equivalent-domino-pairs,https://leetcode.com/problems/number-of-equivalent-domino-pairs/solution
1129,Shortest Path with Alternating Colors,"{Breadth-First Search,Graph}",Medium,https://leetcode.com/problems/shortest-path-with-alternating-colors,https://leetcode.com/problems/shortest-path-with-alternating-colors/solution
1130,Minimum Cost Tree From Leaf Values,"{Array,Dynamic Programming,Stack,Greedy,Monotonic Stack}",Medium,https://leetcode.com/problems/minimum-cost-tree-from-leaf-values,https://leetcode.com/problems/minimum-cost-tree-from-leaf-values/solution
1131,Maximum of Absolute Value Expression,"{Array,Math}",Medium,https://leetcode.com/problems/maximum-of-absolute-value-expression,https://leetcode.com/problems/maximum-of-absolute-value-expression/solution
1132,Reported Posts II,{},Medium,https://leetcode.com/problems/reported-posts-ii,https://leetcode.com/problems/reported-posts-ii/solution
1133,Largest Unique Number,{},Easy,https://leetcode.com/problems/largest-unique-number,https://leetcode.com/problems/largest-unique-number/solution
1134,Armstrong Number,{},Easy,https://leetcode.com/problems/armstrong-number,https://leetcode.com/problems/armstrong-number/solution
1135,Connecting Cities With Minimum Cost,{},Medium,https://leetcode.com/problems/connecting-cities-with-minimum-cost,https://leetcode.com/problems/connecting-cities-with-minimum-cost/solution
1136,Parallel Courses,{},Medium,https://leetcode.com/problems/parallel-courses,https://leetcode.com/problems/parallel-courses/solution
1137,N-th Tribonacci Number,"{Math,Dynamic Programming,Memoization}",Easy,https://leetcode.com/problems/n-th-tribonacci-number,https://leetcode.com/problems/n-th-tribonacci-number/solution
1138,Alphabet Board Path,"{Hash Table,String}",Medium,https://leetcode.com/problems/alphabet-board-path,https://leetcode.com/problems/alphabet-board-path/solution
1139,Largest 1-Bordered Square,"{Array,Dynamic Programming,Matrix}",Medium,https://leetcode.com/problems/largest-1-bordered-square,https://leetcode.com/problems/largest-1-bordered-square/solution
1140,Stone Game II,"{Array,Math,Dynamic Programming,Prefix Sum,Game Theory}",Medium,https://leetcode.com/problems/stone-game-ii,https://leetcode.com/problems/stone-game-ii/solution
1141,User Activity for the Past 30 Days I,{Database},Easy,https://leetcode.com/problems/user-activity-for-the-past-30-days-i,https://leetcode.com/problems/user-activity-for-the-past-30-days-i/solution
1142,User Activity for the Past 30 Days II,{},Easy,https://leetcode.com/problems/user-activity-for-the-past-30-days-ii,https://leetcode.com/problems/user-activity-for-the-past-30-days-ii/solution
1143,Longest Common Subsequence,"{String,Dynamic Programming}",Medium,https://leetcode.com/problems/longest-common-subsequence,https://leetcode.com/problems/longest-common-subsequence/solution
1144,Decrease Elements To Make Array Zigzag,"{Array,Greedy}",Medium,https://leetcode.com/problems/decrease-elements-to-make-array-zigzag,https://leetcode.com/problems/decrease-elements-to-make-array-zigzag/solution
1145,Binary Tree Coloring Game,"{Tree,Depth-First Search,Binary Tree}",Medium,https://leetcode.com/problems/binary-tree-coloring-game,https://leetcode.com/problems/binary-tree-coloring-game/solution
1146,Snapshot Array,"{Array,Hash Table,Binary Search,Design}",Medium,https://leetcode.com/problems/snapshot-array,https://leetcode.com/problems/snapshot-array/solution
